age, GFR
20.856585284836406, 122.19336219336219
23.25444278359077, 114.97835497835497
22.09184520843714, 110.07215007215005
21.33696414401447, 104.11576078242743
21.58926396501135, 98.90492223825555
22.144323571204488, 90.2869969536636
20.176384967428817, 94.09491742825074
20.075465039030064, 91.68991502324833
24.112262174980167, 90.08658008658006
24.97008156636956, 89.88616321949651
25.5251411725627, 103.11367644700975
25.42422124416395, 106.11992945326276
26.33250059975272, 105.91951258617924
26.3829605639521, 112.13243546576878
23.607662532986403, 116.74202340869006
26.938020170145236, 88.08241141574473
27.03894009854399, 94.09491742825074
27.947219454132764, 95.89866923200253
26.73618031334773, 103.11367644700975
27.03894009854399, 115.33910533910532
27.19031999114212, 125.359948693282
29.61239827271218, 144.39955106621773
29.3600984517153, 139.18871252204585
27.947219454132764, 118.7461920795254
27.59399970473713, 100.10742344075673
27.795839561534635, 100.10742344075673
28.09859934673089, 100.70867404200735
28.65365895292403, 91.89033189033186
29.006878702319664, 101.10950777617442
28.048139382531513, 111.73160173160171
28.14905931093027, 111.33076799743463
28.14905931093027, 110.12826679493344
29.46101838011405, 112.73368606701938
29.006878702319664, 113.33493666826999
29.30963848751592, 126.36203302869967
30.116997914705944, 124.15744749078081
30.217917843104694, 126.36203302869967
31.07573723449409, 131.97370530703864
32.69045608887413, 136.38287638287636
30.066537950506564, 120.5499438832772
31.12619719869347, 118.34535834535832
31.328037055490974, 119.34744268077598
30.066537950506564, 115.13868847202178
30.066537950506564, 113.93618726952059
30.217917843104694, 118.34535834535832
29.76377816531031, 115.73993907327238
30.67205752089908, 115.33910533910532
30.4197576999022, 111.33076799743463
30.4197576999022, 111.33076799743463
30.97481730609534, 108.92576559243223
31.681256804886605, 108.52493185826518
31.025277270294715, 105.71909571909569
32.185856446880365, 107.92368125701456
32.034476554282236, 106.11992945326276
31.88309666168411, 126.16161616161614
32.589536160475376, 124.55828122494788
32.13539648268099, 121.95286195286194
32.539076196276, 119.9486932820266
33.04367583826976, 119.34744268077598
32.48861623207662, 117.94452461119126
32.286776375279125, 115.13868847202178
32.48861623207662, 115.73993907327238
32.539076196276, 113.93618726952059
32.38769630367787, 112.73368606701938
29.91515805790844, 100.30784030784028
29.91515805790844, 97.90283790283789
30.369297735702823, 100.50825717492383
30.873897377696586, 90.8882475549142
32.94275590987101, 94.09491742825074
32.48861623207662, 100.10742344075673
30.97481730609534, 95.0970017636684
38.69519182859991, 59.422799422799386
38.745651792799286, 66.036556036556
34.30517494325417, 82.06990540323869
34.75931462104856, 168.0487413820747
42.47968914355313, 164.4412377745711
48.635804775877034, 183.08000641333976
48.2825850264814, 177.26791726791726
35.97035376183359, 136.18245951579286
35.01161444204544, 131.1720378387045
34.002415158057914, 127.76495109828441
34.15379505065604, 126.96328362995028
34.60793472845043, 119.14702581369247
34.002415158057914, 116.14077280743945
34.65839469264981, 116.14077280743945
34.86023454944731, 114.93827160493825
35.06207440624482, 113.13451980118644
36.02081372603297, 113.33493666826999
36.02081372603297, 116.94244027577358
34.002415158057914, 108.7253487253487
34.254714979054796, 109.12618245951577
34.557474764251054, 108.7253487253487
35.21345429884295, 108.52493185826518
34.86023454944731, 107.12201378868042
33.80057530126041, 107.12201378868042
34.961154477846065, 104.11576078242743
33.75011533706103, 102.91325957992622
33.699655372861656, 100.10742344075673
35.46575411983983, 104.11576078242743
34.50701480005168, 98.50408850408847
34.809774585247936, 93.8945005611672
35.61713401243796, 95.89866923200253
35.818973869235464, 97.10117043450374
35.71805394083671, 98.1032547699214
36.07127369023234, 95.29741863075192
36.42449343962798, 95.89866923200253
35.46575411983983, 93.69408369408366
36.02081372603297, 91.08866442199772
35.364834191441076, 89.88616321949651
34.65839469264981, 88.68366201699533
34.961154477846065, 87.68157768157764
35.97035376183359, 83.47282347282342
37.78691247301114, 89.28491261824593
38.392432043403645, 83.87365720699052
37.33277279521675, 124.95911495911494
37.93829236560927, 127.16370049703382
38.54381193600178, 134.97995831329163
41.167730074369345, 141.19288119288117
44.699927568325684, 150.01122334455667
43.53934839174003, 135.18037518037517
44.952227389322566, 133.77745711079044
47.12200584989575, 133.17620650953984
48.53488484747828, 136.18245951579286
50.70466330805146, 136.18245951579286
49.08994445367142, 145.4016354016354
50.603743379652705, 140.99246432579764
45.47364701938279, 75.08871786649561
48.37509496084693, 68.57516968628073
43.16089866024471, 81.60226604671044
39.2923014049592, 127.1971033082144
39.12410152429461, 127.1971033082144
42.10964940609104, 127.1971033082144
42.277849286755625, 127.53113142002029
48.20689508018234, 129.53530009085563
49.63659406583133, 129.70231414675857
55.355390008427314, 136.04884827107048
47.87049531885316, 126.19501897279673
48.333044990680776, 126.02800491689379
49.93094385699436, 124.02383624605844
50.603743379652705, 125.52696274918495
49.13199442383757, 120.18251296029071
48.7114947221761, 120.18251296029071
47.82844534868702, 120.34952701619366
47.3658956768594, 119.84848484848482
46.482846303370316, 118.51237240126127
46.062346601708846, 121.01758323980545
44.969047377389025, 120.68355512799954
44.7587975265583, 124.19085030196139
43.91779812323535, 122.18668163112605
44.63264761605985, 121.35161135161134
42.992698779580124, 121.85265351932017
42.151699376257184, 122.18668163112605
40.89020027127278, 122.68772379883488
40.25945071878058, 125.19293463737907
38.787701762965426, 123.18876596654373
38.53540194196855, 121.18459729570839
39.08205155412846, 118.34535834535832
40.34355065911287, 119.18042862487304
40.30150068894672, 120.18251296029071
39.37640134529149, 115.17209128320238
37.652352568479465, 113.50195072417291
37.652352568479465, 113.66896478007587
40.595850480109746, 115.17209128320238
39.8389510171191, 114.00299289188176
39.37640134529149, 112.66688044465819
39.54460122595608, 112.16583827694936
39.12410152429461, 110.8297258297258
38.53540194196855, 110.8297258297258
38.325152091137824, 112.83389450056114
37.73645250881176, 110.32868366201697
38.53540194196855, 109.15958527069637
39.04000158396232, 106.82138848805512
40.21740074861442, 108.15750093527868
40.5538005099436, 111.66479610924053
40.63790045027589, 110.99673988562876
41.64709973426342, 111.66479610924053
41.64709973426342, 115.17209128320238
41.81529961492801, 114.67104911549353
42.53014910775251, 117.17625995403772
42.90859883924783, 118.84640051306715
43.37114851107544, 117.00924589813476
44.33829782489682, 117.00924589813476
45.22134719838591, 114.50403505959059
46.60899621386876, 111.99882422104642
46.482846303370316, 116.67521778632887
46.69309615420105, 114.83806317139648
47.323845706693255, 114.1700069477847
46.18849651220729, 112.66688044465819
46.44079633320417, 109.66062743840519
48.16484511001619, 111.1637539415317
50.856043200649594, 112.83389450056114
42.74039895858324, 111.49778205333759
42.403999197254066, 111.99882422104642
42.90859883924783, 109.99465555021108
44.0439480337338, 110.32868366201697
42.698348988417095, 105.98631820854041
41.39479991326654, 106.15333226444334
41.605049764097274, 106.15333226444334
40.38560062927901, 105.15124792902567
49.38429424483445, 107.82347282347278
50.26734361832354, 109.15958527069637
52.07549233546786, 114.50403505959059
54.640540515602815, 122.18668163112605
56.02818953108566, 123.8568221901555
36.937503075654966, 103.48110736999624
37.48415268781488, 99.13874191651966
37.27390283698415, 99.13874191651966
37.52620265798103, 97.63561541339315
37.77850247897791, 101.14291058735499
38.072852270140935, 103.14707925819035
38.66155185246699, 103.14707925819035
38.913851673463874, 101.64395275506384
38.99795161379617, 101.81096681096679
39.12410152429461, 101.97798086686973
38.36720206130396, 101.4769386991609
38.40925203147012, 98.63769974881083
38.199002180639376, 96.96755918978137
38.49335197180241, 95.9654748543637
39.460501285623785, 99.13874191651966
39.460501285623785, 97.13457324568432
39.8389510171191, 96.96755918978137
39.923050957451395, 98.97172786061672
39.923050957451395, 98.97172786061672
40.42765059944516, 99.80679814013143
41.142500092269664, 102.47902303457857
41.142500092269664, 104.98423387312275
41.857349585094155, 103.48110736999624
42.65629901825095, 103.14707925819035
42.403999197254066, 103.31409331409328
41.016350181771216, 100.14082625193733
41.56299979393113, 98.97172786061672
42.02554946575874, 100.14082625193733
42.74039895858324, 100.14082625193733
43.91779812323535, 101.64395275506384
44.59059764589371, 104.14916359360801
45.13724725805361, 107.99048687937574
45.47364701938279, 105.81930415263746
45.34749710888435, 102.6460370904815
44.7587975265583, 102.14499492277268
44.42239776522912, 99.97381219603439
47.53409555752398, 107.99048687937574
37.063652986153414, 52.20779220779215
39.502551255789925, 85.94463150018703
39.62870116628837, 89.95296884185768
39.2082014646269, 91.95713751269304
40.38560062927901, 87.78178611511942
40.34355065911287, 91.95713751269304
40.38560062927901, 94.1283202394313
40.67995042044204, 97.80262946929611
40.17535077844828, 97.13457324568432
40.80610033094048, 92.12415156859598
41.39479991326654, 93.12623590401364
41.39479991326654, 96.13248891026666
41.142500092269664, 97.63561541339315
42.151699376257184, 92.9592218481107
42.403999197254066, 94.96339051894604
43.03474874974627, 96.63353107797548
42.6142490480848, 98.47068569290788
43.37114851107544, 98.13665758110199
43.07679871991242, 93.62727807172249
44.254197884564526, 93.96130618352838
42.90859883924783, 86.11164555608997
44.0439480337338, 81.60226604671044
44.0439480337338, 78.93004115226333
44.17009794423223, 83.77344877344873
43.959848093401504, 88.95088450644002
